"행정구역별","성별","연령별","혼인상태별","시점","1인가구-계","6개월미만","6개월이상~1년미만","1~2년미만","2~3년미만","3~5년미만","5~10년미만","10~15년미만","15~20년미만","20~25년미만","25년이상",
"면부","계","75~79","합계","2020년","76725","1617","1501","3774","3090","8185","14347","13768","7886","11127","11430",
"면부","계","75~79","미혼","2020년","1105","11","14","21","9","64","73","127","74","136","576",
"면부","계","75~79","배우자 있음","2020년","7508","453","302","771","595","1015","1539","1294","568","626","345",
"면부","계","75~79","사별","2020년","65143","1133","1171","2882","2388","6837","12260","11783","6922","9804","9963",
"면부","계","75~79","이혼","2020년","2969","20","14","100","98","269","475","564","322","561","546",
"면부","계","80~84","합계","2020년","75066","1464","1374","3515","2663","7450","13086","12929","7575","11043","13967",
"면부","계","80~84","미혼","2020년","400","","","5","","23","30","31","31","49","231",
"면부","계","80~84","배우자 있음","2020년","4119","320","250","575","315","607","653","578","240","366","215",
"면부","계","80~84","사별","2020년","69612","1141","1123","2878","2325","6755","12283","12180","7203","10428","13296",
"면부","계","80~84","이혼","2020년","935","3","1","57","23","65","120","140","101","200","225",
"면부","계","85세 이상","합계","2020년","57738","797","825","2129","1620","4449","8754","9332","6108","9211","14513",
"면부","계","85세 이상","미혼","2020년","159","","","2","","3","10","6","6","9","123",
"면부","계","85세 이상","배우자 있음","2020년","2115","236","181","291","221","313","348","212","90","115","108",
"면부","계","85세 이상","사별","2020년","55221","558","644","1833","1396","4113","8384","9072","5983","9033","14205",
"면부","계","85세 이상","이혼","2020년","243","3","","3","3","20","12","42","29","54","77",
"면부","남자","합계","합계","2020년","345918","19070","18792","37879","30147","49503","72063","50825","22230","27034","18375",
